"Year","ID","Month","Treatment","Species","Age","Sex","NV","NG","NDVI","Death_date","Season","PropGV","Month_AD","MY"
"2010","10-016","09","Carcass","Zebra","A","F",5,2,0.173076666666667,2010-02-03,"Hot_dry",0.4,7,"2010/09-10-016"
"2010","10-016","09","Carcass","Zebra","A","M",1,0,0.173076666666667,2010-02-03,"Hot_dry",0,7,"2010/09-10-016"
"2010","10-016","09","Carcass","Zebra","SA","F",3,0,0.173076666666667,2010-02-03,"Hot_dry",0,7,"2010/09-10-016"
"2010","10-016","09","Carcass","Zebra","SA","M",2,0,0.173076666666667,2010-02-03,"Hot_dry",0,7,"2010/09-10-016"
"2010","10-016","09","Control","Wildebeest","A","F",0,0,0.173076666666667,2010-02-03,"Hot_dry",NA,7,"2010/09-10-016"
"2010","10-016","09","Control","Wildebeest","A","M",0,0,0.173076666666667,2010-02-03,"Hot_dry",NA,7,"2010/09-10-016"
"2010","10-016","09","Control","Wildebeest","SA","F",0,0,0.173076666666667,2010-02-03,"Hot_dry",NA,7,"2010/09-10-016"
"2010","10-016","09","Control","Wildebeest","SA","M",0,0,0.173076666666667,2010-02-03,"Hot_dry",NA,7,"2010/09-10-016"
"2010","10-016","09","Control","Zebra","A","F",2,1,0.173076666666667,2010-02-03,"Hot_dry",0.5,7,"2010/09-10-016"
"2010","10-016","09","Control","Zebra","A","M",0,0,0.173076666666667,2010-02-03,"Hot_dry",NA,7,"2010/09-10-016"
"2010","10-016","09","Control","Zebra","SA","F",0,0,0.173076666666667,2010-02-03,"Hot_dry",NA,7,"2010/09-10-016"
"2010","10-016","09","Control","Zebra","SA","M",0,0,0.173076666666667,2010-02-03,"Hot_dry",NA,7,"2010/09-10-016"
"2010","10-016","10","Carcass","Wildebeest","A","F",1,0,0.1615,2010-02-03,"Hot_dry",0,8,"2010/10-10-016"
"2010","10-016","10","Carcass","Wildebeest","A","M",0,0,0.1615,2010-02-03,"Hot_dry",NA,8,"2010/10-10-016"
"2010","10-016","10","Carcass","Wildebeest","SA","F",1,0,0.1615,2010-02-03,"Hot_dry",0,8,"2010/10-10-016"
"2010","10-016","10","Carcass","Wildebeest","SA","M",0,0,0.1615,2010-02-03,"Hot_dry",NA,8,"2010/10-10-016"
