"","Step","C0","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","LD","sim","Weather","CarcTot"
"10468",64,85032,83961,85152,84280,84539,85239,83925,84428,85036,85444,85611,"1e+06","4","Normal",932647
"10469",65,84616,85032,83961,85152,84280,84539,85239,83925,84428,85036,85444,"1e+06","4","Normal",931652
"10470",66,84017,84616,85032,83961,85152,84280,84539,85239,83925,84428,85036,"1e+06","4","Normal",930225
"10471",67,85132,84017,84616,85032,83961,85152,84280,84539,85239,83925,84428,"1e+06","4","Normal",930321
"10472",68,84310,85132,84017,84616,85032,83961,85152,84280,84539,85239,83925,"1e+06","4","Normal",930203
"10473",69,84525,84310,85132,84017,84616,85032,83961,85152,84280,84539,85239,"1e+06","4","Normal",930803
"10474",70,84728,84525,84310,85132,84017,84616,85032,83961,85152,84280,84539,"1e+06","4","Normal",930292
"10475",71,83752,84728,84525,84310,85132,84017,84616,85032,83961,85152,84280,"1e+06","4","Normal",929505
"10476",72,84026,83752,84728,84525,84310,85132,84017,84616,85032,83961,85152,"1e+06","4","Normal",929251
"10477",73,84865,84026,83752,84728,84525,84310,85132,84017,84616,85032,83961,"1e+06","4","Normal",928964
"10478",74,85215,84865,84026,83752,84728,84525,84310,85132,84017,84616,85032,"1e+06","4","Normal",930218
"10479",75,85059,85215,84865,84026,83752,84728,84525,84310,85132,84017,84616,"1e+06","4","Normal",930245
"10480",76,84348,85059,85215,84865,84026,83752,84728,84525,84310,85132,84017,"1e+06","4","Normal",929977
"10481",77,84708,84348,85059,85215,84865,84026,83752,84728,84525,84310,85132,"1e+06","4","Normal",930668
"10482",78,84233,84708,84348,85059,85215,84865,84026,83752,84728,84525,84310,"1e+06","4","Normal",929769
"10483",79,84699,84233,84708,84348,85059,85215,84865,84026,83752,84728,84525,"1e+06","4","Normal",930158
"10484",80,84375,84699,84233,84708,84348,85059,85215,84865,84026,83752,84728,"1e+06","4","Normal",930008
"10485",81,85164,84375,84699,84233,84708,84348,85059,85215,84865,84026,83752,"1e+06","4","Normal",930444
"10486",82,85618,85164,84375,84699,84233,84708,84348,85059,85215,84865,84026,"1e+06","4","Normal",932310
"10487",83,85035,85618,85164,84375,84699,84233,84708,84348,85059,85215,84865,"1e+06","4","Normal",933319
"10488",84,85687,85035,85618,85164,84375,84699,84233,84708,84348,85059,85215,"1e+06","4","Normal",934141
"10489",85,84653,85687,85035,85618,85164,84375,84699,84233,84708,84348,85059,"1e+06","4","Normal",933579
"10490",86,85420,84653,85687,85035,85618,85164,84375,84699,84233,84708,84348,"1e+06","4","Normal",933940
"10491",87,84576,85420,84653,85687,85035,85618,85164,84375,84699,84233,84708,"1e+06","4","Normal",934168
"10492",88,84976,84576,85420,84653,85687,85035,85618,85164,84375,84699,84233,"1e+06","4","Normal",934436
"10493",89,84922,84976,84576,85420,84653,85687,85035,85618,85164,84375,84699,"1e+06","4","Normal",935125
"10494",90,84800,84922,84976,84576,85420,84653,85687,85035,85618,85164,84375,"1e+06","4","Normal",935226
"10495",91,85289,84800,84922,84976,84576,85420,84653,85687,85035,85618,85164,"1e+06","4","Normal",936140
"10496",92,84823,85289,84800,84922,84976,84576,85420,84653,85687,85035,85618,"1e+06","4","Normal",935799
"10497",93,84295,84823,85289,84800,84922,84976,84576,85420,84653,85687,85035,"1e+06","4","Normal",934476
"10498",94,84770,84295,84823,85289,84800,84922,84976,84576,85420,84653,85687,"1e+06","4","Normal",934211
"10499",95,85161,84770,84295,84823,85289,84800,84922,84976,84576,85420,84653,"1e+06","4","Normal",933685
"10500",96,84109,85161,84770,84295,84823,85289,84800,84922,84976,84576,85420,"1e+06","4","Normal",933141
"10501",97,84319,84109,85161,84770,84295,84823,85289,84800,84922,84976,84576,"1e+06","4","Normal",932040
"10502",98,84567,84319,84109,85161,84770,84295,84823,85289,84800,84922,84976,"1e+06","4","Normal",932031
"10503",99,84912,84567,84319,84109,85161,84770,84295,84823,85289,84800,84922,"1e+06","4","Normal",931967
"10504",100,84513,84912,84567,84319,84109,85161,84770,84295,84823,85289,84800,"1e+06","4","Normal",931558
"10505",0,1,24,11,64,39,18,0,29,6,31,12,"1e+06","5",NA,235
"10506",1,83,1,24,11,64,39,18,0,29,6,31,"1e+06","5","Normal",306
"10507",2,258,83,1,24,11,64,39,18,0,29,6,"1e+06","5","Normal",533
"10508",3,795,258,83,1,24,11,64,39,18,0,29,"1e+06","5","Normal",1322
"10509",4,2581,795,258,83,1,24,11,64,39,18,0,"1e+06","5","Normal",3874
"10510",5,8317,2581,795,258,83,1,24,11,64,39,18,"1e+06","5","Normal",12191
"10511",6,26209,8317,2581,795,258,83,1,24,11,64,39,"1e+06","5","Normal",38382
"10512",7,54786,26209,8317,2581,795,258,83,1,24,11,64,"1e+06","5","Normal",93129
"10513",8,70123,54786,26209,8317,2581,795,258,83,1,24,11,"1e+06","5","Normal",163188
"10514",9,76864,70123,54786,26209,8317,2581,795,258,83,1,24,"1e+06","5","Normal",240041
"10515",10,82316,76864,70123,54786,26209,8317,2581,795,258,83,1,"1e+06","5","Normal",322333
"10516",11,83798,82316,76864,70123,54786,26209,8317,2581,795,258,83,"1e+06","5","Normal",406130
"10517",12,85149,83798,82316,76864,70123,54786,26209,8317,2581,795,258,"1e+06","5","Normal",491196
"10518",13,85104,85149,83798,82316,76864,70123,54786,26209,8317,2581,795,"1e+06","5","Normal",576042
"10519",14,84889,85104,85149,83798,82316,76864,70123,54786,26209,8317,2581,"1e+06","5","Normal",660136
"10520",15,84485,84889,85104,85149,83798,82316,76864,70123,54786,26209,8317,"1e+06","5","Normal",742040
"10521",16,84565,84485,84889,85104,85149,83798,82316,76864,70123,54786,26209,"1e+06","5","Normal",818288
"10522",17,83837,84565,84485,84889,85104,85149,83798,82316,76864,70123,54786,"1e+06","5","Normal",875916
"10523",18,84896,83837,84565,84485,84889,85104,85149,83798,82316,76864,70123,"1e+06","5","Normal",906026
"10524",19,84483,84896,83837,84565,84485,84889,85104,85149,83798,82316,76864,"1e+06","5","Normal",920386
"10525",20,85494,84483,84896,83837,84565,84485,84889,85104,85149,83798,82316,"1e+06","5","Normal",929016
"10526",21,84226,85494,84483,84896,83837,84565,84485,84889,85104,85149,83798,"1e+06","5","Normal",930926
"10527",22,84451,84226,85494,84483,84896,83837,84565,84485,84889,85104,85149,"1e+06","5","Normal",931579
"10528",23,84238,84451,84226,85494,84483,84896,83837,84565,84485,84889,85104,"1e+06","5","Normal",930668
"10529",24,84812,84238,84451,84226,85494,84483,84896,83837,84565,84485,84889,"1e+06","5","Normal",930376
"10530",25,84382,84812,84238,84451,84226,85494,84483,84896,83837,84565,84485,"1e+06","5","Normal",929869
"10531",26,84421,84382,84812,84238,84451,84226,85494,84483,84896,83837,84565,"1e+06","5","Normal",929805
"10532",27,84381,84421,84382,84812,84238,84451,84226,85494,84483,84896,83837,"1e+06","5","Normal",929621
"10533",28,84993,84381,84421,84382,84812,84238,84451,84226,85494,84483,84896,"1e+06","5","Normal",930777
"10534",29,83969,84993,84381,84421,84382,84812,84238,84451,84226,85494,84483,"1e+06","5","Normal",929850
"10535",30,84944,83969,84993,84381,84421,84382,84812,84238,84451,84226,85494,"1e+06","5","Normal",930311
"10536",31,85095,84944,83969,84993,84381,84421,84382,84812,84238,84451,84226,"1e+06","5","Normal",929912
"10537",32,85181,85095,84944,83969,84993,84381,84421,84382,84812,84238,84451,"1e+06","5","Normal",930867
"10538",33,84498,85181,85095,84944,83969,84993,84381,84421,84382,84812,84238,"1e+06","5","Normal",930914
"10539",34,84588,84498,85181,85095,84944,83969,84993,84381,84421,84382,84812,"1e+06","5","Normal",931264
"10540",35,85519,84588,84498,85181,85095,84944,83969,84993,84381,84421,84382,"1e+06","5","Normal",931971
"10541",36,84218,85519,84588,84498,85181,85095,84944,83969,84993,84381,84421,"1e+06","5","Normal",931807
"10542",37,85059,84218,85519,84588,84498,85181,85095,84944,83969,84993,84381,"1e+06","5","Normal",932445
"10543",38,84789,85059,84218,85519,84588,84498,85181,85095,84944,83969,84993,"1e+06","5","Normal",932853
"10544",39,85318,84789,85059,84218,85519,84588,84498,85181,85095,84944,83969,"1e+06","5","Normal",933178
"10545",40,85299,85318,84789,85059,84218,85519,84588,84498,85181,85095,84944,"1e+06","5","Normal",934508
"10546",41,84834,85299,85318,84789,85059,84218,85519,84588,84498,85181,85095,"1e+06","5","Normal",934398
"10547",42,85065,84834,85299,85318,84789,85059,84218,85519,84588,84498,85181,"1e+06","5","Normal",934368
"10548",43,84618,85065,84834,85299,85318,84789,85059,84218,85519,84588,84498,"1e+06","5","Normal",933805
"10549",44,85706,84618,85065,84834,85299,85318,84789,85059,84218,85519,84588,"1e+06","5","Normal",935013
"10550",45,84863,85706,84618,85065,84834,85299,85318,84789,85059,84218,85519,"1e+06","5","Normal",935288
"10551",46,84592,84863,85706,84618,85065,84834,85299,85318,84789,85059,84218,"1e+06","5","Normal",934361
"10552",47,85692,84592,84863,85706,84618,85065,84834,85299,85318,84789,85059,"1e+06","5","Normal",935835
"10553",48,84568,85692,84592,84863,85706,84618,85065,84834,85299,85318,84789,"1e+06","5","Normal",935344
"10554",49,84691,84568,85692,84592,84863,85706,84618,85065,84834,85299,85318,"1e+06","5","Normal",935246
"10555",50,85488,84691,84568,85692,84592,84863,85706,84618,85065,84834,85299,"1e+06","5","Normal",935416
"10556",51,85068,85488,84691,84568,85692,84592,84863,85706,84618,85065,84834,"1e+06","5","Normal",935185
"10557",52,84200,85068,85488,84691,84568,85692,84592,84863,85706,84618,85065,"1e+06","5","Normal",934551
"10558",53,85307,84200,85068,85488,84691,84568,85692,84592,84863,85706,84618,"1e+06","5","Normal",934793
"10559",54,84999,85307,84200,85068,85488,84691,84568,85692,84592,84863,85706,"1e+06","5","Normal",935174
"10560",55,84400,84999,85307,84200,85068,85488,84691,84568,85692,84592,84863,"1e+06","5","Normal",933868
"10561",56,84970,84400,84999,85307,84200,85068,85488,84691,84568,85692,84592,"1e+06","5","Normal",933975
"10562",57,85188,84970,84400,84999,85307,84200,85068,85488,84691,84568,85692,"1e+06","5","Normal",934571
"10563",58,84386,85188,84970,84400,84999,85307,84200,85068,85488,84691,84568,"1e+06","5","Normal",933265
"10564",59,84183,84386,85188,84970,84400,84999,85307,84200,85068,85488,84691,"1e+06","5","Normal",932880
"10565",60,85347,84183,84386,85188,84970,84400,84999,85307,84200,85068,85488,"1e+06","5","Normal",933536
"10566",61,84406,85347,84183,84386,85188,84970,84400,84999,85307,84200,85068,"1e+06","5","Normal",932454
"10567",62,84197,84406,85347,84183,84386,85188,84970,84400,84999,85307,84200,"1e+06","5","Normal",931583
"10568",63,85390,84197,84406,85347,84183,84386,85188,84970,84400,84999,85307,"1e+06","5","Normal",932773
"10569",64,85192,85390,84197,84406,85347,84183,84386,85188,84970,84400,84999,"1e+06","5","Normal",932658
"10570",65,85863,85192,85390,84197,84406,85347,84183,84386,85188,84970,84400,"1e+06","5","Normal",933522
"10571",66,84379,85863,85192,85390,84197,84406,85347,84183,84386,85188,84970,"1e+06","5","Normal",933501
"10572",67,85358,84379,85863,85192,85390,84197,84406,85347,84183,84386,85188,"1e+06","5","Normal",933889
"10573",68,84513,85358,84379,85863,85192,85390,84197,84406,85347,84183,84386,"1e+06","5","Normal",933214
"10574",69,85152,84513,85358,84379,85863,85192,85390,84197,84406,85347,84183,"1e+06","5","Normal",933980
"10575",70,84897,85152,84513,85358,84379,85863,85192,85390,84197,84406,85347,"1e+06","5","Normal",934694
"10576",71,84496,84897,85152,84513,85358,84379,85863,85192,85390,84197,84406,"1e+06","5","Normal",933843
"10577",72,84753,84496,84897,85152,84513,85358,84379,85863,85192,85390,84197,"1e+06","5","Normal",934190
"10578",73,84623,84753,84496,84897,85152,84513,85358,84379,85863,85192,85390,"1e+06","5","Normal",934616
"10579",74,84603,84623,84753,84496,84897,85152,84513,85358,84379,85863,85192,"1e+06","5","Normal",933829
"10580",75,84439,84603,84623,84753,84496,84897,85152,84513,85358,84379,85863,"1e+06","5","Normal",933076
"10581",76,84607,84439,84603,84623,84753,84496,84897,85152,84513,85358,84379,"1e+06","5","Normal",931820
"10582",77,83963,84607,84439,84603,84623,84753,84496,84897,85152,84513,85358,"1e+06","5","Normal",931404
"10583",78,84227,83963,84607,84439,84603,84623,84753,84496,84897,85152,84513,"1e+06","5","Normal",930273
"10584",79,84163,84227,83963,84607,84439,84603,84623,84753,84496,84897,85152,"1e+06","5","Normal",929923
"10585",80,84742,84163,84227,83963,84607,84439,84603,84623,84753,84496,84897,"1e+06","5","Normal",929513
"10586",81,83691,84742,84163,84227,83963,84607,84439,84603,84623,84753,84496,"1e+06","5","Normal",928307
"10587",82,84665,83691,84742,84163,84227,83963,84607,84439,84603,84623,84753,"1e+06","5","Normal",928476
"10588",83,85178,84665,83691,84742,84163,84227,83963,84607,84439,84603,84623,"1e+06","5","Normal",928901
"10589",84,85246,85178,84665,83691,84742,84163,84227,83963,84607,84439,84603,"1e+06","5","Normal",929524
"10590",85,84336,85246,85178,84665,83691,84742,84163,84227,83963,84607,84439,"1e+06","5","Normal",929257
"10591",86,84523,84336,85246,85178,84665,83691,84742,84163,84227,83963,84607,"1e+06","5","Normal",929341
"10592",87,84818,84523,84336,85246,85178,84665,83691,84742,84163,84227,83963,"1e+06","5","Normal",929552
"10593",88,84998,84818,84523,84336,85246,85178,84665,83691,84742,84163,84227,"1e+06","5","Normal",930587
"10594",89,84675,84998,84818,84523,84336,85246,85178,84665,83691,84742,84163,"1e+06","5","Normal",931035
"10595",90,84986,84675,84998,84818,84523,84336,85246,85178,84665,83691,84742,"1e+06","5","Normal",931858
"10596",91,84911,84986,84675,84998,84818,84523,84336,85246,85178,84665,83691,"1e+06","5","Normal",932027
"10597",92,84412,84911,84986,84675,84998,84818,84523,84336,85246,85178,84665,"1e+06","5","Normal",932748
"10598",93,84608,84412,84911,84986,84675,84998,84818,84523,84336,85246,85178,"1e+06","5","Normal",932691
"10599",94,85459,84608,84412,84911,84986,84675,84998,84818,84523,84336,85246,"1e+06","5","Normal",932972
"10600",95,84018,85459,84608,84412,84911,84986,84675,84998,84818,84523,84336,"1e+06","5","Normal",931744
"10601",96,85079,84018,85459,84608,84412,84911,84986,84675,84998,84818,84523,"1e+06","5","Normal",932487
"10602",97,84586,85079,84018,85459,84608,84412,84911,84986,84675,84998,84818,"1e+06","5","Normal",932550
"10603",98,84271,84586,85079,84018,85459,84608,84412,84911,84986,84675,84998,"1e+06","5","Normal",932003
"10604",99,83935,84271,84586,85079,84018,85459,84608,84412,84911,84986,84675,"1e+06","5","Normal",930940
"10605",100,85640,83935,84271,84586,85079,84018,85459,84608,84412,84911,84986,"1e+06","5","Normal",931905
"10606",0,1,24,11,64,39,18,0,29,6,31,12,"1e+06","6",NA,235
"10607",1,112,1,24,11,64,39,18,0,29,6,31,"1e+06","6","Normal",335
"10608",2,333,112,1,24,11,64,39,18,0,29,6,"1e+06","6","Normal",637
"10609",3,1027,333,112,1,24,11,64,39,18,0,29,"1e+06","6","Normal",1658
"10610",4,3514,1027,333,112,1,24,11,64,39,18,0,"1e+06","6","Normal",5143
"10611",5,11064,3514,1027,333,112,1,24,11,64,39,18,"1e+06","6","Normal",16207
"10612",6,35541,11064,3514,1027,333,112,1,24,11,64,39,"1e+06","6","Normal",51730
"10613",7,59289,35541,11064,3514,1027,333,112,1,24,11,64,"1e+06","6","Normal",110980
"10614",8,72427,59289,35541,11064,3514,1027,333,112,1,24,11,"1e+06","6","Normal",183343
"10615",9,79657,72427,59289,35541,11064,3514,1027,333,112,1,24,"1e+06","6","Normal",262989
"10616",10,82554,79657,72427,59289,35541,11064,3514,1027,333,112,1,"1e+06","6","Normal",345519
"10617",11,84586,82554,79657,72427,59289,35541,11064,3514,1027,333,112,"1e+06","6","Normal",430104
"10618",12,84318,84586,82554,79657,72427,59289,35541,11064,3514,1027,333,"1e+06","6","Normal",514310
"10619",13,84698,84318,84586,82554,79657,72427,59289,35541,11064,3514,1027,"1e+06","6","Normal",598675
"10620",14,83826,84698,84318,84586,82554,79657,72427,59289,35541,11064,3514,"1e+06","6","Normal",681474
"10621",15,84038,83826,84698,84318,84586,82554,79657,72427,59289,35541,11064,"1e+06","6","Normal",761998
"10622",16,84930,84038,83826,84698,84318,84586,82554,79657,72427,59289,35541,"1e+06","6","Normal",835864
"10623",17,84705,84930,84038,83826,84698,84318,84586,82554,79657,72427,59289,"1e+06","6","Normal",885028
"10624",18,84824,84705,84930,84038,83826,84698,84318,84586,82554,79657,72427,"1e+06","6","Normal",910563
"10625",19,85277,84824,84705,84930,84038,83826,84698,84318,84586,82554,79657,"1e+06","6","Normal",923413
"10626",20,84594,85277,84824,84705,84930,84038,83826,84698,84318,84586,82554,"1e+06","6","Normal",928350
"10627",21,84393,84594,85277,84824,84705,84930,84038,83826,84698,84318,84586,"1e+06","6","Normal",930189
"10628",22,84922,84393,84594,85277,84824,84705,84930,84038,83826,84698,84318,"1e+06","6","Normal",930525
"10629",23,85705,84922,84393,84594,85277,84824,84705,84930,84038,83826,84698,"1e+06","6","Normal",931912
"10630",24,85289,85705,84922,84393,84594,85277,84824,84705,84930,84038,83826,"1e+06","6","Normal",932503
"10631",25,84516,85289,85705,84922,84393,84594,85277,84824,84705,84930,84038,"1e+06","6","Normal",933193
"10632",26,85170,84516,85289,85705,84922,84393,84594,85277,84824,84705,84930,"1e+06","6","Normal",934325
"10633",27,84678,85170,84516,85289,85705,84922,84393,84594,85277,84824,84705,"1e+06","6","Normal",934073
"10634",28,84604,84678,85170,84516,85289,85705,84922,84393,84594,85277,84824,"1e+06","6","Normal",933972
"10635",29,84422,84604,84678,85170,84516,85289,85705,84922,84393,84594,85277,"1e+06","6","Normal",933570
"10636",30,85138,84422,84604,84678,85170,84516,85289,85705,84922,84393,84594,"1e+06","6","Normal",933431
"10637",31,83774,85138,84422,84604,84678,85170,84516,85289,85705,84922,84393,"1e+06","6","Normal",932611
"10638",32,85152,83774,85138,84422,84604,84678,85170,84516,85289,85705,84922,"1e+06","6","Normal",933370
"10639",33,84766,85152,83774,85138,84422,84604,84678,85170,84516,85289,85705,"1e+06","6","Normal",933214
"10640",34,84417,84766,85152,83774,85138,84422,84604,84678,85170,84516,85289,"1e+06","6","Normal",931926
"10641",35,84555,84417,84766,85152,83774,85138,84422,84604,84678,85170,84516,"1e+06","6","Normal",931192
"10642",36,84683,84555,84417,84766,85152,83774,85138,84422,84604,84678,85170,"1e+06","6","Normal",931359
"10643",37,84273,84683,84555,84417,84766,85152,83774,85138,84422,84604,84678,"1e+06","6","Normal",930462
"10644",38,84870,84273,84683,84555,84417,84766,85152,83774,85138,84422,84604,"1e+06","6","Normal",930654
"10645",39,83629,84870,84273,84683,84555,84417,84766,85152,83774,85138,84422,"1e+06","6","Normal",929679
"10646",40,84364,83629,84870,84273,84683,84555,84417,84766,85152,83774,85138,"1e+06","6","Normal",929621
"10647",41,85425,84364,83629,84870,84273,84683,84555,84417,84766,85152,83774,"1e+06","6","Normal",929908
"10648",42,85097,85425,84364,83629,84870,84273,84683,84555,84417,84766,85152,"1e+06","6","Normal",931231
"10649",43,83982,85097,85425,84364,83629,84870,84273,84683,84555,84417,84766,"1e+06","6","Normal",930061
"10650",44,85062,83982,85097,85425,84364,83629,84870,84273,84683,84555,84417,"1e+06","6","Normal",930357
"10651",45,85127,85062,83982,85097,85425,84364,83629,84870,84273,84683,84555,"1e+06","6","Normal",931067
"10652",46,84984,85127,85062,83982,85097,85425,84364,83629,84870,84273,84683,"1e+06","6","Normal",931496
"10653",47,84610,84984,85127,85062,83982,85097,85425,84364,83629,84870,84273,"1e+06","6","Normal",931423
"10654",48,85394,84610,84984,85127,85062,83982,85097,85425,84364,83629,84870,"1e+06","6","Normal",932544
"10655",49,84894,85394,84610,84984,85127,85062,83982,85097,85425,84364,83629,"1e+06","6","Normal",932568
"10656",50,84770,84894,85394,84610,84984,85127,85062,83982,85097,85425,84364,"1e+06","6","Normal",933709
"10657",51,84724,84770,84894,85394,84610,84984,85127,85062,83982,85097,85425,"1e+06","6","Normal",934069
"10658",52,85318,84724,84770,84894,85394,84610,84984,85127,85062,83982,85097,"1e+06","6","Normal",933962
"10659",53,85159,85318,84724,84770,84894,85394,84610,84984,85127,85062,83982,"1e+06","6","Normal",934024
"10660",54,84688,85159,85318,84724,84770,84894,85394,84610,84984,85127,85062,"1e+06","6","Normal",934730
"10661",55,84373,84688,85159,85318,84724,84770,84894,85394,84610,84984,85127,"1e+06","6","Normal",934041
"10662",56,85213,84373,84688,85159,85318,84724,84770,84894,85394,84610,84984,"1e+06","6","Normal",934127
"10663",57,83834,85213,84373,84688,85159,85318,84724,84770,84894,85394,84610,"1e+06","6","Normal",932977
"10664",58,84624,83834,85213,84373,84688,85159,85318,84724,84770,84894,85394,"1e+06","6","Normal",932991
"10665",59,84370,84624,83834,85213,84373,84688,85159,85318,84724,84770,84894,"1e+06","6","Normal",931967
"10666",60,85083,84370,84624,83834,85213,84373,84688,85159,85318,84724,84770,"1e+06","6","Normal",932156
"10667",61,84660,85083,84370,84624,83834,85213,84373,84688,85159,85318,84724,"1e+06","6","Normal",932046
"10668",62,84937,84660,85083,84370,84624,83834,85213,84373,84688,85159,85318,"1e+06","6","Normal",932259
"10669",63,83716,84937,84660,85083,84370,84624,83834,85213,84373,84688,85159,"1e+06","6","Normal",930657
"10670",64,83869,83716,84937,84660,85083,84370,84624,83834,85213,84373,84688,"1e+06","6","Normal",929367
"10671",65,84524,83869,83716,84937,84660,85083,84370,84624,83834,85213,84373,"1e+06","6","Normal",929203
"10672",66,85041,84524,83869,83716,84937,84660,85083,84370,84624,83834,85213,"1e+06","6","Normal",929871
"10673",67,85547,85041,84524,83869,83716,84937,84660,85083,84370,84624,83834,"1e+06","6","Normal",930205
"10674",68,84725,85547,85041,84524,83869,83716,84937,84660,85083,84370,84624,"1e+06","6","Normal",931096
"10675",69,84210,84725,85547,85041,84524,83869,83716,84937,84660,85083,84370,"1e+06","6","Normal",930682
"10676",70,84305,84210,84725,85547,85041,84524,83869,83716,84937,84660,85083,"1e+06","6","Normal",930617
"10677",71,84303,84305,84210,84725,85547,85041,84524,83869,83716,84937,84660,"1e+06","6","Normal",929837
"10678",72,85483,84303,84305,84210,84725,85547,85041,84524,83869,83716,84937,"1e+06","6","Normal",930660
"10679",73,85523,85483,84303,84305,84210,84725,85547,85041,84524,83869,83716,"1e+06","6","Normal",931246
"10680",74,84230,85523,85483,84303,84305,84210,84725,85547,85041,84524,83869,"1e+06","6","Normal",931760
"10681",75,84908,84230,85523,85483,84303,84305,84210,84725,85547,85041,84524,"1e+06","6","Normal",932799
"10682",76,85445,84908,84230,85523,85483,84303,84305,84210,84725,85547,85041,"1e+06","6","Normal",933720
"10683",77,84169,85445,84908,84230,85523,85483,84303,84305,84210,84725,85547,"1e+06","6","Normal",932848
"10684",78,84587,84169,85445,84908,84230,85523,85483,84303,84305,84210,84725,"1e+06","6","Normal",931888
"10685",79,85000,84587,84169,85445,84908,84230,85523,85483,84303,84305,84210,"1e+06","6","Normal",932163
"10686",80,85030,85000,84587,84169,85445,84908,84230,85523,85483,84303,84305,"1e+06","6","Normal",932983
"10687",81,84622,85030,85000,84587,84169,85445,84908,84230,85523,85483,84303,"1e+06","6","Normal",933300
"10688",82,84652,84622,85030,85000,84587,84169,85445,84908,84230,85523,85483,"1e+06","6","Normal",933649
"10689",83,84990,84652,84622,85030,85000,84587,84169,85445,84908,84230,85523,"1e+06","6","Normal",933156
"10690",84,84208,84990,84652,84622,85030,85000,84587,84169,85445,84908,84230,"1e+06","6","Normal",931841
"10691",85,84760,84208,84990,84652,84622,85030,85000,84587,84169,85445,84908,"1e+06","6","Normal",932371
"10692",86,83555,84760,84208,84990,84652,84622,85030,85000,84587,84169,85445,"1e+06","6","Normal",931018
"10693",87,85478,83555,84760,84208,84990,84652,84622,85030,85000,84587,84169,"1e+06","6","Normal",931051
"10694",88,85317,85478,83555,84760,84208,84990,84652,84622,85030,85000,84587,"1e+06","6","Normal",932199
"10695",89,83508,85317,85478,83555,84760,84208,84990,84652,84622,85030,85000,"1e+06","6","Normal",931120
"10696",90,84428,83508,85317,85478,83555,84760,84208,84990,84652,84622,85030,"1e+06","6","Normal",930548
"10697",91,83705,84428,83508,85317,85478,83555,84760,84208,84990,84652,84622,"1e+06","6","Normal",929223
"10698",92,85173,83705,84428,83508,85317,85478,83555,84760,84208,84990,84652,"1e+06","6","Normal",929774
"10699",93,85634,85173,83705,84428,83508,85317,85478,83555,84760,84208,84990,"1e+06","6","Normal",930756
"10700",94,84673,85634,85173,83705,84428,83508,85317,85478,83555,84760,84208,"1e+06","6","Normal",930439
"10701",95,84383,84673,85634,85173,83705,84428,83508,85317,85478,83555,84760,"1e+06","6","Normal",930614
"10702",96,84990,84383,84673,85634,85173,83705,84428,83508,85317,85478,83555,"1e+06","6","Normal",930844
"10703",97,84620,84990,84383,84673,85634,85173,83705,84428,83508,85317,85478,"1e+06","6","Normal",931909
"10704",98,84734,84620,84990,84383,84673,85634,85173,83705,84428,83508,85317,"1e+06","6","Normal",931165
"10705",99,84353,84734,84620,84990,84383,84673,85634,85173,83705,84428,83508,"1e+06","6","Normal",930201
"10706",100,85377,84353,84734,84620,84990,84383,84673,85634,85173,83705,84428,"1e+06","6","Normal",932070
"10707",0,1,24,11,64,39,18,0,29,6,31,12,"1e+06","7",NA,235
"10708",1,74,1,24,11,64,39,18,0,29,6,31,"1e+06","7","Normal",297
"10709",2,186,74,1,24,11,64,39,18,0,29,6,"1e+06","7","Normal",452
"10710",3,643,186,74,1,24,11,64,39,18,0,29,"1e+06","7","Normal",1089
"10711",4,2019,643,186,74,1,24,11,64,39,18,0,"1e+06","7","Normal",3079
"10712",5,6431,2019,643,186,74,1,24,11,64,39,18,"1e+06","7","Normal",9510
"10713",6,20656,6431,2019,643,186,74,1,24,11,64,39,"1e+06","7","Normal",30148
"10714",7,50379,20656,6431,2019,643,186,74,1,24,11,64,"1e+06","7","Normal",80488
"10715",8,68025,50379,20656,6431,2019,643,186,74,1,24,11,"1e+06","7","Normal",148449
"10716",9,76164,68025,50379,20656,6431,2019,643,186,74,1,24,"1e+06","7","Normal",224602
"10717",10,81304,76164,68025,50379,20656,6431,2019,643,186,74,1,"1e+06","7","Normal",305882
"10718",11,84272,81304,76164,68025,50379,20656,6431,2019,643,186,74,"1e+06","7","Normal",390153
"10719",12,85377,84272,81304,76164,68025,50379,20656,6431,2019,643,186,"1e+06","7","Normal",475456
"10720",13,84068,85377,84272,81304,76164,68025,50379,20656,6431,2019,643,"1e+06","7","Normal",559338
"10721",14,84627,84068,85377,84272,81304,76164,68025,50379,20656,6431,2019,"1e+06","7","Normal",643322
"10722",15,84035,84627,84068,85377,84272,81304,76164,68025,50379,20656,6431,"1e+06","7","Normal",725338
"10723",16,84202,84035,84627,84068,85377,84272,81304,76164,68025,50379,20656,"1e+06","7","Normal",803109
"10724",17,84559,84202,84035,84627,84068,85377,84272,81304,76164,68025,50379,"1e+06","7","Normal",867012
"10725",18,83964,84559,84202,84035,84627,84068,85377,84272,81304,76164,68025,"1e+06","7","Normal",900597
"10726",19,84501,83964,84559,84202,84035,84627,84068,85377,84272,81304,76164,"1e+06","7","Normal",917073
"10727",20,84463,84501,83964,84559,84202,84035,84627,84068,85377,84272,81304,"1e+06","7","Normal",925372
"10728",21,84888,84463,84501,83964,84559,84202,84035,84627,84068,85377,84272,"1e+06","7","Normal",928956
"10729",22,84978,84888,84463,84501,83964,84559,84202,84035,84627,84068,85377,"1e+06","7","Normal",929662
"10730",23,85414,84978,84888,84463,84501,83964,84559,84202,84035,84627,84068,"1e+06","7","Normal",929699
